"","year","roll_number","congress","session","chamber","bill","vote_question","vote_type","date","last_name","party","state","role","vote","majority","vote_result"
"party23",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Biggs","R","AZ","legislator","No","D","Passed"
"party24",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Bilirakis","R","FL","legislator","No","D","Passed"
"party25",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Bishop (GA)","D","GA","legislator","Aye","D","Passed"
"party26",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Bishop (NC)","R","NC","legislator","No","D","Passed"
"party27",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Bishop (UT)","R","UT","legislator","No","D","Passed"
"party28",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Blumenauer","D","OR","legislator","Aye","D","Passed"
"party29",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Blunt Rochester","D","DE","legislator","Aye","D","Passed"
"party30",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Bonamici","D","OR","legislator","Aye","D","Passed"
"party31",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Bost","R","IL","legislator","No","D","Passed"
"party32",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Boyle, Brendan F.","D","PA","legislator","Aye","D","Passed"
"party33",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Brady","R","TX","legislator","No","D","Passed"
"party34",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Brindisi","D","NY","legislator","Aye","D","Passed"
"party35",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Brooks (AL)","R","AL","legislator","No","D","Passed"
"party36",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Brooks (IN)","R","IN","legislator","No","D","Passed"
"party37",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Brown (MD)","D","MD","legislator","Aye","D","Passed"
"party38",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Brownley (CA)","D","CA","legislator","Aye","D","Passed"
"party39",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Buchanan","R","FL","legislator","No","D","Passed"
"party40",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Buck","R","CO","legislator","No","D","Passed"
"party41",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Bucshon","R","IN","legislator","No","D","Passed"
"party42",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Budd","R","NC","legislator","No","D","Passed"
"party43",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Burchett","R","TN","legislator","No","D","Passed"
"party44",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Burgess","R","TX","legislator","No","D","Passed"
"party45",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Bustos","D","IL","legislator","Aye","D","Passed"
"party46",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Butterfield","D","NC","legislator","Not Voting","D","Passed"
"party47",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Byrne","R","AL","legislator","No","D","Passed"
"party48",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Calvert","R","CA","legislator","No","D","Passed"
"party49",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Carbajal","D","CA","legislator","Aye","D","Passed"
"party50",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Cárdenas","D","CA","legislator","Aye","D","Passed"
"party51",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Carson (IN)","D","IN","legislator","Aye","D","Passed"
"party52",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Carter (GA)","R","GA","legislator","No","D","Passed"
"party53",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Carter (TX)","R","TX","legislator","No","D","Passed"
"party54",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Cartwright","D","PA","legislator","Aye","D","Passed"
"party55",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Case","D","HI","legislator","Aye","D","Passed"
"party56",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Casten (IL)","D","IL","legislator","Aye","D","Passed"
"party57",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Castor (FL)","D","FL","legislator","Aye","D","Passed"
"party58",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Castro (TX)","D","TX","legislator","No","D","Passed"
"party59",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Chabot","R","OH","legislator","No","D","Passed"
"party60",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Cheney","R","WY","legislator","No","D","Passed"
"party61",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Chu, Judy","D","CA","legislator","Aye","D","Passed"
"party62",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Cicilline","D","RI","legislator","Aye","D","Passed"
"party63",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Cisneros","D","CA","legislator","Aye","D","Passed"
"party64",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Clark (MA)","D","MA","legislator","Aye","D","Passed"
"party65",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Clarke (NY)","D","NY","legislator","Aye","D","Passed"
"party66",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Clay","D","MO","legislator","Aye","D","Passed"
"party67",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Cleaver","D","MO","legislator","Aye","D","Passed"
"party68",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Cline","R","VA","legislator","No","D","Passed"
"party69",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Cloud","R","TX","legislator","No","D","Passed"
"party70",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Clyburn","D","SC","legislator","Aye","D","Passed"
"party71",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Cohen","D","TN","legislator","Aye","D","Passed"
"party72",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Cole","R","OK","legislator","No","D","Passed"
"party73",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Collins (GA)","R","GA","legislator","No","D","Passed"
"party74",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Comer","R","KY","legislator","No","D","Passed"
"party75",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Conaway","R","TX","legislator","No","D","Passed"
"party76",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Connolly","D","VA","legislator","Aye","D","Passed"
"party77",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Cook","R","CA","legislator","No","D","Passed"
"party78",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Cooper","D","TN","legislator","Aye","D","Passed"
"party79",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Correa","D","CA","legislator","Aye","D","Passed"
"party80",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Costa","D","CA","legislator","Aye","D","Passed"
"party81",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Courtney","D","CT","legislator","Aye","D","Passed"
"party82",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Cox (CA)","D","CA","legislator","Aye","D","Passed"
"party83",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Craig","D","MN","legislator","Aye","D","Passed"
"party84",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Crawford","R","AR","legislator","No","D","Passed"
"party85",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Crenshaw","R","TX","legislator","No","D","Passed"
"party86",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Crist","D","FL","legislator","Aye","D","Passed"
"party87",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Crow","D","CO","legislator","Aye","D","Passed"
"party88",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Cuellar","D","TX","legislator","Aye","D","Passed"
"party89",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Cunningham","D","SC","legislator","Aye","D","Passed"
"party90",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Curtis","R","UT","legislator","No","D","Passed"
"party91",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Davids (KS)","D","KS","legislator","Aye","D","Passed"
"party92",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Davidson (OH)","R","OH","legislator","No","D","Passed"
"party93",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Davis (CA)","D","CA","legislator","Aye","D","Passed"
"party94",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Davis, Danny K.","D","IL","legislator","Aye","D","Passed"
"party95",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Davis, Rodney","R","IL","legislator","No","D","Passed"
"party96",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Dean","D","PA","legislator","Aye","D","Passed"
"party97",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"DeFazio","D","OR","legislator","Aye","D","Passed"
"party98",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"DeGette","D","CO","legislator","Aye","D","Passed"
"party99",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"DeLauro","D","CT","legislator","Aye","D","Passed"
"party100",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"DelBene","D","WA","legislator","Aye","D","Passed"
"party101",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Delgado","D","NY","legislator","Aye","D","Passed"
"party102",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Demings","D","FL","legislator","Aye","D","Passed"
"party103",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"DeSaulnier","D","CA","legislator","Aye","D","Passed"
"party104",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"DesJarlais","R","TN","legislator","No","D","Passed"
"party105",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Deutch","D","FL","legislator","Aye","D","Passed"
"party106",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Diaz-Balart","R","FL","legislator","No","D","Passed"
"party107",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Dingell","D","MI","legislator","Aye","D","Passed"
"party108",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Doggett","D","TX","legislator","No","D","Passed"
"party109",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Doyle, Michael F.","D","PA","legislator","Aye","D","Passed"
"party110",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Duncan","R","SC","legislator","No","D","Passed"
"party111",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Dunn","R","FL","legislator","No","D","Passed"
"party112",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Emmer","R","MN","legislator","No","D","Passed"
"party113",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Engel","D","NY","legislator","Aye","D","Passed"
"party114",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Escobar","D","TX","legislator","Aye","D","Passed"
"party115",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Eshoo","D","CA","legislator","Aye","D","Passed"
"party116",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Espaillat","D","NY","legislator","Aye","D","Passed"
"party117",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Estes","R","KS","legislator","No","D","Passed"
"party118",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Evans","D","PA","legislator","Aye","D","Passed"
"party119",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Ferguson","R","GA","legislator","No","D","Passed"
"party120",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Finkenauer","D","IA","legislator","No","D","Passed"
"party121",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Fitzpatrick","R","PA","legislator","Aye","D","Passed"
"party122",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Fleischmann","R","TN","legislator","No","D","Passed"
"party123",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Fletcher","D","TX","legislator","Aye","D","Passed"
"party124",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Flores","R","TX","legislator","No","D","Passed"
"party125",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Fortenberry","R","NE","legislator","No","D","Passed"
"party126",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Foster","D","IL","legislator","Aye","D","Passed"
"party127",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Foxx (NC)","R","NC","legislator","No","D","Passed"
"party128",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Frankel","D","FL","legislator","Aye","D","Passed"
"party129",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Fudge","D","OH","legislator","Aye","D","Passed"
"party130",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Fulcher","R","ID","legislator","No","D","Passed"
"party131",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Gabbard","D","HI","legislator","Aye","D","Passed"
"party132",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Gaetz","R","FL","legislator","No","D","Passed"
"party133",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Gallagher","R","WI","legislator","No","D","Passed"
"party134",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Gallego","D","AZ","legislator","Aye","D","Passed"
"party135",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Garamendi","D","CA","legislator","Aye","D","Passed"
"party136",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"García (IL)","D","IL","legislator","Aye","D","Passed"
"party137",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Garcia (TX)","D","TX","legislator","Aye","D","Passed"
"party138",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Gianforte","R","MT","legislator","No","D","Passed"
"party139",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Gibbs","R","OH","legislator","No","D","Passed"
"party140",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Gohmert","R","TX","legislator","No","D","Passed"
"party141",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Golden","D","ME","legislator","No","D","Passed"
"party142",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Gomez","D","CA","legislator","Aye","D","Passed"
"party143",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Gonzalez (OH)","R","OH","legislator","No","D","Passed"
"party144",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Gonzalez (TX)","D","TX","legislator","Aye","D","Passed"
"party145",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Gooden","R","TX","legislator","No","D","Passed"
"party146",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Gosar","R","AZ","legislator","No","D","Passed"
"party147",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Gottheimer","D","NJ","legislator","Aye","D","Passed"
"party148",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Granger","R","TX","legislator","No","D","Passed"
"party149",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Graves (GA)","R","GA","legislator","No","D","Passed"
"party150",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Graves (LA)","R","LA","legislator","No","D","Passed"
"party151",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Graves (MO)","R","MO","legislator","No","D","Passed"
"party152",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Green (TN)","R","TN","legislator","No","D","Passed"
"party153",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Green, Al (TX)","D","TX","legislator","Aye","D","Passed"
"party154",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Griffith","R","VA","legislator","No","D","Passed"
"party155",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Grijalva","D","AZ","legislator","Aye","D","Passed"
"party156",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Grothman","R","WI","legislator","No","D","Passed"
"party157",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Guest","R","MS","legislator","No","D","Passed"
"party158",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Guthrie","R","KY","legislator","No","D","Passed"
"party159",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Haaland","D","NM","legislator","Aye","D","Passed"
"party160",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Hagedorn","R","MN","legislator","No","D","Passed"
"party161",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Harder (CA)","D","CA","legislator","Aye","D","Passed"
"party162",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Harris","R","MD","legislator","No","D","Passed"
"party163",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Hartzler","R","MO","legislator","No","D","Passed"
"party164",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Hastings","D","FL","legislator","Aye","D","Passed"
"party165",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Hayes","D","CT","legislator","Aye","D","Passed"
"party166",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Heck","D","WA","legislator","Aye","D","Passed"
"party167",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Hern, Kevin","R","OK","legislator","No","D","Passed"
"party168",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Herrera Beutler","R","WA","legislator","No","D","Passed"
"party169",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Hice (GA)","R","GA","legislator","No","D","Passed"
"party170",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Higgins (LA)","R","LA","legislator","No","D","Passed"
"party171",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Higgins (NY)","D","NY","legislator","Aye","D","Passed"
"party172",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Hill (AR)","R","AR","legislator","No","D","Passed"
"party173",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Himes","D","CT","legislator","Aye","D","Passed"
"party174",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Holding","R","NC","legislator","No","D","Passed"
"party175",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Hollingsworth","R","IN","legislator","No","D","Passed"
"party176",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Horn, Kendra S.","D","OK","legislator","No","D","Passed"
"party177",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Horsford","D","NV","legislator","Aye","D","Passed"
"party178",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Houlahan","D","PA","legislator","Aye","D","Passed"
"party179",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Hoyer","D","MD","legislator","Aye","D","Passed"
"party180",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Hudson","R","NC","legislator","No","D","Passed"
"party181",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Huffman","D","CA","legislator","Aye","D","Passed"
"party182",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Huizenga","R","MI","legislator","No","D","Passed"
"party183",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Hunter","R","CA","legislator","Not Voting","D","Passed"
"party184",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Hurd (TX)","R","TX","legislator","No","D","Passed"
"party185",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Jackson Lee","D","TX","legislator","Aye","D","Passed"
"party186",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Jayapal","D","WA","legislator","Aye","D","Passed"
"party187",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Jeffries","D","NY","legislator","Aye","D","Passed"
"party188",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Johnson (GA)","D","GA","legislator","Aye","D","Passed"
"party189",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Johnson (LA)","R","LA","legislator","No","D","Passed"
"party190",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Johnson (OH)","R","OH","legislator","No","D","Passed"
"party191",2019,700,"116","1st",1,"H R 5377","On Passage","RECORDED VOTE",2019-12-19,"Johnson (SD)","R","SD","legislator","No","D","Passed"
