"","year","roll_number","congress","session","chamber","bill","vote_question","vote_type","date","last_name","party","state","role","vote","majority","vote_result"
"party51",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Burton (IN)","R","IN","legislator","Not Voting","R","Passed"
"party52",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Butterfield","D","NC","legislator","Yea","R","Passed"
"party53",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Calvert","R","CA","legislator","Yea","R","Passed"
"party54",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Camp","R","MI","legislator","Yea","R","Passed"
"party55",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Campbell","R","CA","legislator","Nay","R","Passed"
"party56",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Canseco","R","TX","legislator","Yea","R","Passed"
"party57",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Cantor","R","VA","legislator","Yea","R","Passed"
"party58",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Capito","R","WV","legislator","Not Voting","R","Passed"
"party59",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Capps","D","CA","legislator","Not Voting","R","Passed"
"party60",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Capuano","D","MA","legislator","Yea","R","Passed"
"party61",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Carnahan","D","MO","legislator","Not Voting","R","Passed"
"party62",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Carney","D","DE","legislator","Yea","R","Passed"
"party63",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Carson (IN)","D","IN","legislator","Yea","R","Passed"
"party64",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Carter","R","TX","legislator","Yea","R","Passed"
"party65",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Cassidy","R","LA","legislator","Yea","R","Passed"
"party66",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Castor (FL)","D","FL","legislator","Yea","R","Passed"
"party67",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Chabot","R","OH","legislator","Yea","R","Passed"
"party68",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Chaffetz","R","UT","legislator","Yea","R","Passed"
"party69",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Chandler","D","KY","legislator","Yea","R","Passed"
"party70",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Chu","D","CA","legislator","Yea","R","Passed"
"party71",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Cicilline","D","RI","legislator","Not Voting","R","Passed"
"party72",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Clarke (MI)","D","MI","legislator","Yea","R","Passed"
"party73",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Clarke (NY)","D","NY","legislator","Not Voting","R","Passed"
"party74",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Clay","D","MO","legislator","Not Voting","R","Passed"
"party75",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Cleaver","D","MO","legislator","Not Voting","R","Passed"
"party76",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Clyburn","D","SC","legislator","Yea","R","Passed"
"party77",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Coble","R","NC","legislator","Yea","R","Passed"
"party78",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Coffman (CO)","R","CO","legislator","Yea","R","Passed"
"party79",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Cohen","D","TN","legislator","Yea","R","Passed"
"party80",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Cole","R","OK","legislator","Yea","R","Passed"
"party81",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Conaway","R","TX","legislator","Yea","R","Passed"
"party82",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Connolly (VA)","D","VA","legislator","Yea","R","Passed"
"party83",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Conyers","D","MI","legislator","Yea","R","Passed"
"party84",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Cooper","D","TN","legislator","Yea","R","Passed"
"party85",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Costa","D","CA","legislator","Yea","R","Passed"
"party86",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Costello","D","IL","legislator","Yea","R","Passed"
"party87",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Courtney","D","CT","legislator","Yea","R","Passed"
"party88",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Cravaack","R","MN","legislator","Yea","R","Passed"
"party89",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Crawford","R","AR","legislator","Yea","R","Passed"
"party90",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Crenshaw","R","FL","legislator","Yea","R","Passed"
"party91",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Critz","D","PA","legislator","Yea","R","Passed"
"party92",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Crowley","D","NY","legislator","Yea","R","Passed"
"party93",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Cuellar","D","TX","legislator","Not Voting","R","Passed"
"party94",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Culberson","R","TX","legislator","Yea","R","Passed"
"party95",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Cummings","D","MD","legislator","Yea","R","Passed"
"party96",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Davis (CA)","D","CA","legislator","Yea","R","Passed"
"party97",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Davis (IL)","D","IL","legislator","Yea","R","Passed"
"party98",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"DeFazio","D","OR","legislator","Yea","R","Passed"
"party99",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"DeGette","D","CO","legislator","Yea","R","Passed"
"party100",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"DeLauro","D","CT","legislator","Not Voting","R","Passed"
"party101",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Denham","R","CA","legislator","Yea","R","Passed"
"party102",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Dent","R","PA","legislator","Yea","R","Passed"
"party103",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"DesJarlais","R","TN","legislator","Yea","R","Passed"
"party104",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Deutch","D","FL","legislator","Yea","R","Passed"
"party105",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Diaz-Balart","R","FL","legislator","Yea","R","Passed"
"party106",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Dicks","D","WA","legislator","Yea","R","Passed"
"party107",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Dingell","D","MI","legislator","Yea","R","Passed"
"party108",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Doggett","D","TX","legislator","Not Voting","R","Passed"
"party109",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Dold","R","IL","legislator","Yea","R","Passed"
"party110",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Donnelly (IN)","D","IN","legislator","Yea","R","Passed"
"party111",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Doyle","D","PA","legislator","Yea","R","Passed"
"party112",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Dreier","R","CA","legislator","Yea","R","Passed"
"party113",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Duffy","R","WI","legislator","Yea","R","Passed"
"party114",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Duncan (SC)","R","SC","legislator","Yea","R","Passed"
"party115",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Duncan (TN)","R","TN","legislator","Yea","R","Passed"
"party116",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Edwards","D","MD","legislator","Not Voting","R","Passed"
"party117",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Ellison","D","MN","legislator","Yea","R","Passed"
"party118",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Ellmers","R","NC","legislator","Yea","R","Passed"
"party119",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Emerson","R","MO","legislator","Yea","R","Passed"
"party120",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Engel","D","NY","legislator","Yea","R","Passed"
"party121",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Eshoo","D","CA","legislator","Yea","R","Passed"
"party122",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Farenthold","R","TX","legislator","Yea","R","Passed"
"party123",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Farr","D","CA","legislator","Yea","R","Passed"
"party124",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Fattah","D","PA","legislator","Yea","R","Passed"
"party125",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Filner","D","CA","legislator","Not Voting","R","Passed"
"party126",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Fincher","R","TN","legislator","Yea","R","Passed"
"party127",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Fitzpatrick","R","PA","legislator","Yea","R","Passed"
"party128",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Flake","R","AZ","legislator","Yea","R","Passed"
"party129",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Fleischmann","R","TN","legislator","Yea","R","Passed"
"party130",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Fleming","R","LA","legislator","Yea","R","Passed"
"party131",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Flores","R","TX","legislator","Yea","R","Passed"
"party132",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Forbes","R","VA","legislator","Not Voting","R","Passed"
"party133",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Fortenberry","R","NE","legislator","Yea","R","Passed"
"party134",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Foxx","R","NC","legislator","Yea","R","Passed"
"party135",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Frank (MA)","D","MA","legislator","Yea","R","Passed"
"party136",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Franks (AZ)","R","AZ","legislator","Yea","R","Passed"
"party137",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Frelinghuysen","R","NJ","legislator","Yea","R","Passed"
"party138",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Fudge","D","OH","legislator","Yea","R","Passed"
"party139",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Gallegly","R","CA","legislator","Not Voting","R","Passed"
"party140",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Garamendi","D","CA","legislator","Yea","R","Passed"
"party141",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Gardner","R","CO","legislator","Yea","R","Passed"
"party142",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Garrett","R","NJ","legislator","Yea","R","Passed"
"party143",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Gerlach","R","PA","legislator","Yea","R","Passed"
"party144",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Gibbs","R","OH","legislator","Yea","R","Passed"
"party145",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Gibson","R","NY","legislator","Yea","R","Passed"
"party146",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Gingrey (GA)","R","GA","legislator","Yea","R","Passed"
"party147",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Gohmert","R","TX","legislator","Yea","R","Passed"
"party148",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Gonzalez","D","TX","legislator","Yea","R","Passed"
"party149",2012,604,"112","2nd",1,"H R 6371","On Motion to Suspend the Rules and Pass","2/3 YEA-AND-NAY",2012-11-13,"Goodlatte","R","VA","legislator","Yea","R","Passed"
