"","year","roll_number","congress","session","chamber","bill","vote_question","vote_type","date","last_name","party","state","role","vote","majority","vote_result"
"party48",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Brown (OH)","D","OH","legislator","Nay","R","Passed"
"party49",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Bryant","R","TN","legislator","Yea","R","Passed"
"party50",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Burr","R","NC","legislator","Yea","R","Passed"
"party51",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Burton","R","IN","legislator","Yea","R","Passed"
"party52",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Buyer","R","IN","legislator","Yea","R","Passed"
"party53",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Callahan","R","AL","legislator","Yea","R","Passed"
"party54",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Calvert","R","CA","legislator","Yea","R","Passed"
"party55",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Camp","R","MI","legislator","Yea","R","Passed"
"party56",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Campbell","R","CA","legislator","Yea","R","Passed"
"party57",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Canady","R","FL","legislator","Yea","R","Passed"
"party58",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Cannon","R","UT","legislator","Yea","R","Passed"
"party59",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Capps","D","CA","legislator","Nay","R","Passed"
"party60",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Capuano","D","MA","legislator","Nay","R","Passed"
"party61",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Cardin","D","MD","legislator","Not Voting","R","Passed"
"party62",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Carson","D","IN","legislator","Nay","R","Passed"
"party63",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Castle","R","DE","legislator","Yea","R","Passed"
"party64",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Chabot","R","OH","legislator","Yea","R","Passed"
"party65",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Chambliss","R","GA","legislator","Yea","R","Passed"
"party66",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Chenoweth","R","ID","legislator","Yea","R","Passed"
"party67",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Clay","D","MO","legislator","Nay","R","Passed"
"party68",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Clayton","D","NC","legislator","Nay","R","Passed"
"party69",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Clement","D","TN","legislator","Nay","R","Passed"
"party70",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Clyburn","D","SC","legislator","Nay","R","Passed"
"party71",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Coble","R","NC","legislator","Yea","R","Passed"
"party72",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Coburn","R","OK","legislator","Yea","R","Passed"
"party73",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Collins","R","GA","legislator","Yea","R","Passed"
"party74",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Combest","R","TX","legislator","Yea","R","Passed"
"party75",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Condit","D","CA","legislator","Nay","R","Passed"
"party76",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Conyers","D","MI","legislator","Nay","R","Passed"
"party77",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Cook","R","UT","legislator","Yea","R","Passed"
"party78",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Cooksey","R","LA","legislator","Yea","R","Passed"
"party79",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Costello","D","IL","legislator","Nay","R","Passed"
"party80",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Cox","R","CA","legislator","Yea","R","Passed"
"party81",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Coyne","D","PA","legislator","Nay","R","Passed"
"party82",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Cramer","D","AL","legislator","Nay","R","Passed"
"party83",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Crane","R","IL","legislator","Yea","R","Passed"
"party84",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Crowley","D","NY","legislator","Nay","R","Passed"
"party85",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Cubin","R","WY","legislator","Yea","R","Passed"
"party86",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Cummings","D","MD","legislator","Nay","R","Passed"
"party87",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Cunningham","R","CA","legislator","Yea","R","Passed"
"party88",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Danner","D","MO","legislator","Nay","R","Passed"
"party89",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Davis (FL)","D","FL","legislator","Nay","R","Passed"
"party90",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Davis (IL)","D","IL","legislator","Nay","R","Passed"
"party91",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Davis (VA)","R","VA","legislator","Yea","R","Passed"
"party92",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Deal","R","GA","legislator","Yea","R","Passed"
"party93",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"DeFazio","D","OR","legislator","Nay","R","Passed"
"party94",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"DeGette","D","CO","legislator","Nay","R","Passed"
"party95",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Delahunt","D","MA","legislator","Nay","R","Passed"
"party96",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"DeLauro","D","CT","legislator","Nay","R","Passed"
"party97",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"DeLay","R","TX","legislator","Yea","R","Passed"
"party98",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"DeMint","R","SC","legislator","Yea","R","Passed"
"party99",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Deutsch","D","FL","legislator","Nay","R","Passed"
"party100",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Diaz-Balart","R","FL","legislator","Yea","R","Passed"
"party101",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Dickey","R","AR","legislator","Yea","R","Passed"
"party102",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Dicks","D","WA","legislator","Nay","R","Passed"
"party103",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Dingell","D","MI","legislator","Nay","R","Passed"
"party104",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Dixon","D","CA","legislator","Nay","R","Passed"
"party105",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Doggett","D","TX","legislator","Nay","R","Passed"
"party106",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Dooley","D","CA","legislator","Nay","R","Passed"
"party107",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Doolittle","R","CA","legislator","Yea","R","Passed"
"party108",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Doyle","D","PA","legislator","Nay","R","Passed"
"party109",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Dreier","R","CA","legislator","Yea","R","Passed"
"party110",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Duncan","R","TN","legislator","Yea","R","Passed"
"party111",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Dunn","R","WA","legislator","Yea","R","Passed"
"party112",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Edwards","D","TX","legislator","Nay","R","Passed"
"party113",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Ehlers","R","MI","legislator","Yea","R","Passed"
"party114",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Ehrlich","R","MD","legislator","Yea","R","Passed"
"party115",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Emerson","R","MO","legislator","Yea","R","Passed"
"party116",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Engel","D","NY","legislator","Nay","R","Passed"
"party117",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"English","R","PA","legislator","Yea","R","Passed"
"party118",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Eshoo","D","CA","legislator","Nay","R","Passed"
"party119",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Etheridge","D","NC","legislator","Nay","R","Passed"
"party120",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Evans","D","IL","legislator","Nay","R","Passed"
"party121",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Everett","R","AL","legislator","Yea","R","Passed"
"party122",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Ewing","R","IL","legislator","Yea","R","Passed"
"party123",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Fattah","D","PA","legislator","Nay","R","Passed"
"party124",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Filner","D","CA","legislator","Nay","R","Passed"
"party125",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Fletcher","R","KY","legislator","Yea","R","Passed"
"party126",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Foley","R","FL","legislator","Yea","R","Passed"
"party127",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Forbes","R","NY","legislator","Yea","R","Passed"
"party128",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Ford","D","TN","legislator","Nay","R","Passed"
"party129",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Fossella","R","NY","legislator","Yea","R","Passed"
"party130",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Fowler","R","FL","legislator","Yea","R","Passed"
"party131",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Frank (MA)","D","MA","legislator","Nay","R","Passed"
"party132",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Franks (NJ)","R","NJ","legislator","Yea","R","Passed"
"party133",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Frelinghuysen","R","NJ","legislator","Yea","R","Passed"
"party134",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Frost","D","TX","legislator","Nay","R","Passed"
"party135",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Ganske","R","IA","legislator","Yea","R","Passed"
"party136",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Gejdenson","D","CT","legislator","Nay","R","Passed"
"party137",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Gekas","R","PA","legislator","Yea","R","Passed"
"party138",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Gephardt","D","MO","legislator","Nay","R","Passed"
"party139",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Gibbons","R","NV","legislator","Yea","R","Passed"
"party140",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Gilchrest","R","MD","legislator","Yea","R","Passed"
"party141",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Gillmor","R","OH","legislator","Yea","R","Passed"
"party142",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Gilman","R","NY","legislator","Yea","R","Passed"
"party143",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Gonzalez","D","TX","legislator","Nay","R","Passed"
"party144",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Goode","D","VA","legislator","Nay","R","Passed"
"party145",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Goodlatte","R","VA","legislator","Yea","R","Passed"
"party146",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Goodling","R","PA","legislator","Yea","R","Passed"
"party147",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Gordon","D","TN","legislator","Nay","R","Passed"
"party148",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Goss","R","FL","legislator","Yea","R","Passed"
"party149",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Graham","R","SC","legislator","Yea","R","Passed"
"party150",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Granger","R","TX","legislator","Yea","R","Passed"
"party151",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Green (TX)","D","TX","legislator","Nay","R","Passed"
"party152",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Green (WI)","R","WI","legislator","Yea","R","Passed"
"party153",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Greenwood","R","PA","legislator","Yea","R","Passed"
"party154",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Gutierrez","D","IL","legislator","Nay","R","Passed"
"party155",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Gutknecht","R","MN","legislator","Yea","R","Passed"
"party156",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Hall (OH)","D","OH","legislator","Nay","R","Passed"
"party157",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Hall (TX)","D","TX","legislator","Nay","R","Passed"
"party158",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Hansen","R","UT","legislator","Yea","R","Passed"
"party159",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Hastings (FL)","D","FL","legislator","Nay","R","Passed"
"party160",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Hastings (WA)","R","WA","legislator","Yea","R","Passed"
"party161",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Hayes","R","NC","legislator","Yea","R","Passed"
"party162",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Hayworth","R","AZ","legislator","Yea","R","Passed"
"party163",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Hefley","R","CO","legislator","Not Voting","R","Passed"
"party164",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Herger","R","CA","legislator","Yea","R","Passed"
"party165",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Hill (IN)","D","IN","legislator","Nay","R","Passed"
"party166",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Hill (MT)","R","MT","legislator","Yea","R","Passed"
"party167",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Hilleary","R","TN","legislator","Yea","R","Passed"
"party168",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Hilliard","D","AL","legislator","Nay","R","Passed"
"party169",1999,5,"106","1st",1,"H RES 5","On Agreeing to the Resolution","YEA-AND-NAY",1999-01-06,"Hinchey","D","NY","legislator","Nay","R","Passed"
