"","year","roll_number","congress","session","chamber","bill","vote_question","vote_type","date","last_name","party","state","role","vote","majority","vote_result"
"party94",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Cummings","D","MD","legislator","Yea","D","Passed"
"party95",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Dahlkemper","D","PA","legislator","Yea","D","Passed"
"party96",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Davis (AL)","D","AL","legislator","Yea","D","Passed"
"party97",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Davis (CA)","D","CA","legislator","Yea","D","Passed"
"party98",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Davis (IL)","D","IL","legislator","Yea","D","Passed"
"party99",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Davis (KY)","R","KY","legislator","Nay","D","Passed"
"party100",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Davis (TN)","D","TN","legislator","Yea","D","Passed"
"party101",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"DeFazio","D","OR","legislator","Yea","D","Passed"
"party102",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"DeGette","D","CO","legislator","Yea","D","Passed"
"party103",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Delahunt","D","MA","legislator","Yea","D","Passed"
"party104",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"DeLauro","D","CT","legislator","Yea","D","Passed"
"party105",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Dent","R","PA","legislator","Nay","D","Passed"
"party106",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Diaz-Balart, L.","R","FL","legislator","Nay","D","Passed"
"party107",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Diaz-Balart, M.","R","FL","legislator","Nay","D","Passed"
"party108",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Dicks","D","WA","legislator","Yea","D","Passed"
"party109",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Dingell","D","MI","legislator","Yea","D","Passed"
"party110",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Doggett","D","TX","legislator","Yea","D","Passed"
"party111",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Donnelly (IN)","D","IN","legislator","Yea","D","Passed"
"party112",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Doyle","D","PA","legislator","Yea","D","Passed"
"party113",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Dreier","R","CA","legislator","Nay","D","Passed"
"party114",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Driehaus","D","OH","legislator","Yea","D","Passed"
"party115",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Duncan","R","TN","legislator","Nay","D","Passed"
"party116",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Edwards (MD)","D","MD","legislator","Yea","D","Passed"
"party117",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Edwards (TX)","D","TX","legislator","Yea","D","Passed"
"party118",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Ehlers","R","MI","legislator","Nay","D","Passed"
"party119",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Ellison","D","MN","legislator","Yea","D","Passed"
"party120",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Ellsworth","D","IN","legislator","Yea","D","Passed"
"party121",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Emerson","R","MO","legislator","Nay","D","Passed"
"party122",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Engel","D","NY","legislator","Yea","D","Passed"
"party123",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Eshoo","D","CA","legislator","Yea","D","Passed"
"party124",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Etheridge","D","NC","legislator","Yea","D","Passed"
"party125",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Fallin","R","OK","legislator","Nay","D","Passed"
"party126",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Farr","D","CA","legislator","Yea","D","Passed"
"party127",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Fattah","D","PA","legislator","Yea","D","Passed"
"party128",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Filner","D","CA","legislator","Yea","D","Passed"
"party129",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Flake","R","AZ","legislator","Nay","D","Passed"
"party130",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Fleming","R","LA","legislator","Nay","D","Passed"
"party131",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Forbes","R","VA","legislator","Nay","D","Passed"
"party132",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Fortenberry","R","NE","legislator","Nay","D","Passed"
"party133",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Foster","D","IL","legislator","Yea","D","Passed"
"party134",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Foxx","R","NC","legislator","Nay","D","Passed"
"party135",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Frank (MA)","D","MA","legislator","Yea","D","Passed"
"party136",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Franks (AZ)","R","AZ","legislator","Nay","D","Passed"
"party137",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Frelinghuysen","R","NJ","legislator","Nay","D","Passed"
"party138",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Fudge","D","OH","legislator","Yea","D","Passed"
"party139",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Gallegly","R","CA","legislator","Not Voting","D","Passed"
"party140",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Garamendi","D","CA","legislator","Yea","D","Passed"
"party141",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Garrett (NJ)","R","NJ","legislator","Nay","D","Passed"
"party142",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Gerlach","R","PA","legislator","Nay","D","Passed"
"party143",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Giffords","D","AZ","legislator","Yea","D","Passed"
"party144",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Gingrey (GA)","R","GA","legislator","Nay","D","Passed"
"party145",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Gohmert","R","TX","legislator","Nay","D","Passed"
"party146",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Gonzalez","D","TX","legislator","Not Voting","D","Passed"
"party147",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Goodlatte","R","VA","legislator","Nay","D","Passed"
"party148",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Gordon (TN)","D","TN","legislator","Yea","D","Passed"
"party149",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Granger","R","TX","legislator","Nay","D","Passed"
"party150",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Graves","R","MO","legislator","Nay","D","Passed"
"party151",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Grayson","D","FL","legislator","Yea","D","Passed"
"party152",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Green, Al","D","TX","legislator","Yea","D","Passed"
"party153",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Green, Gene","D","TX","legislator","Yea","D","Passed"
"party154",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Griffith","R","AL","legislator","Nay","D","Passed"
"party155",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Grijalva","D","AZ","legislator","Yea","D","Passed"
"party156",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Guthrie","R","KY","legislator","Nay","D","Passed"
"party157",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Gutierrez","D","IL","legislator","Yea","D","Passed"
"party158",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Hall (NY)","D","NY","legislator","Yea","D","Passed"
"party159",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Hall (TX)","R","TX","legislator","Nay","D","Passed"
"party160",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Halvorson","D","IL","legislator","Yea","D","Passed"
"party161",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Hare","D","IL","legislator","Yea","D","Passed"
"party162",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Harman","D","CA","legislator","Yea","D","Passed"
"party163",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Harper","R","MS","legislator","Nay","D","Passed"
"party164",2010,204,"111","2nd",1,"H RES 1248","On Agreeing to the Resolution","YEA-AND-NAY",2010-04-15,"Hastings (FL)","D","FL","legislator","Yea","D","Passed"
